Unnamed: 0,User,org:resource,concept:name,Cumulative net worth (EUR),time:timestamp,case:Spend area text,case:Company,case:Document Type,case:Sub spend area text,case:Purchasing Document,case:Purch. Doc. Category name,case:Vendor,case:Item Type,case:Item Category,case:Spend classification text,case:Source,case:Name,case:GR-Based Inv. Verif.,case:Item,case:concept:name,case:Goods Receipt
1593663,1593663,user_603,user_603,Change Approval for Purchase Order,5770.0,2018-10-15 08:25:00+00:00,Enterprise Services,companyID_0003,Framework order,Insurances,4508076183,Purchase order,vendorID_1881,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1805,False,20,4508076183_00020,False
1593664,1593664,user_602,user_602,Create Purchase Order Item,5770.0,2018-10-15 07:20:00+00:00,Enterprise Services,companyID_0003,Framework order,Insurances,4508076183,Purchase order,vendorID_1881,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1805,False,30,4508076183_00030,False
1593665,1593665,user_603,user_603,Change Approval for Purchase Order,5770.0,2018-10-15 08:25:00+00:00,Enterprise Services,companyID_0003,Framework order,Insurances,4508076183,Purchase order,vendorID_1881,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1805,False,30,4508076183_00030,False
1593666,1593666,user_602,user_602,Create Purchase Order Item,5770.0,2018-10-15 07:20:00+00:00,Enterprise Services,companyID_0003,Framework order,Insurances,4508076183,Purchase order,vendorID_1881,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1805,False,40,4508076183_00040,False
1593667,1593667,user_603,user_603,Change Approval for Purchase Order,5770.0,2018-10-15 08:25:00+00:00,Enterprise Services,companyID_0003,Framework order,Insurances,4508076183,Purchase order,vendorID_1881,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1805,False,40,4508076183_00040,False
1593668,1593668,user_602,user_602,Create Purchase Order Item,7734.0,2018-10-15 07:25:00+00:00,Enterprise Services,companyID_0003,Framework order,Insurances,4508076184,Purchase order,vendorID_1882,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1806,False,10,4508076184_00010,False
1593669,1593669,user_603,user_603,Change Approval for Purchase Order,7734.0,2018-10-15 08:25:00+00:00,Enterprise Services,companyID_0003,Framework order,Insurances,4508076184,Purchase order,vendorID_1882,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1806,False,10,4508076184_00010,False
1593670,1593670,user_602,user_602,Create Purchase Order Item,7734.0,2018-10-15 07:25:00+00:00,Enterprise Services,companyID_0003,Framework order,Insurances,4508076184,Purchase order,vendorID_1882,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1806,False,20,4508076184_00020,False
1593671,1593671,user_603,user_603,Change Approval for Purchase Order,7734.0,2018-10-15 08:25:00+00:00,Enterprise Services,companyID_0003,Framework order,Insurances,4508076184,Purchase order,vendorID_1882,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1806,False,20,4508076184_00020,False
1593672,1593672,user_602,user_602,Create Purchase Order Item,7734.0,2018-10-15 07:25:00+00:00,Enterprise Services,companyID_0003,Framework order,Insurances,4508076184,Purchase order,vendorID_1882,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1806,False,30,4508076184_00030,False
1593673,1593673,user_603,user_603,Change Approval for Purchase Order,7734.0,2018-10-15 08:25:00+00:00,Enterprise Services,companyID_0003,Framework order,Insurances,4508076184,Purchase order,vendorID_1882,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1806,False,30,4508076184_00030,False
1593674,1593674,user_602,user_602,Create Purchase Order Item,7734.0,2018-10-15 07:25:00+00:00,Enterprise Services,companyID_0003,Framework order,Insurances,4508076184,Purchase order,vendorID_1882,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1806,False,40,4508076184_00040,False
1593675,1593675,user_603,user_603,Change Approval for Purchase Order,7734.0,2018-10-15 08:25:00+00:00,Enterprise Services,companyID_0003,Framework order,Insurances,4508076184,Purchase order,vendorID_1882,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1806,False,40,4508076184_00040,False
1593676,1593676,user_602,user_602,Create Purchase Order Item,2701.0,2018-10-15 07:47:00+00:00,Enterprise Services,companyID_0003,Framework order,Insurances,4508076185,Purchase order,vendorID_1883,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1807,False,10,4508076185_00010,False
1593677,1593677,user_603,user_603,Change Approval for Purchase Order,2701.0,2018-10-15 08:25:00+00:00,Enterprise Services,companyID_0003,Framework order,Insurances,4508076185,Purchase order,vendorID_1883,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1807,False,10,4508076185_00010,False
1593678,1593678,user_602,user_602,Create Purchase Order Item,2782.0,2018-10-15 08:02:00+00:00,Real Estate,companyID_0003,Framework order,Escrow and title services,4508076186,Purchase order,vendorID_1884,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1808,False,10,4508076186_00010,False
1593679,1593679,user_603,user_603,Change Approval for Purchase Order,2782.0,2018-10-15 08:25:00+00:00,Real Estate,companyID_0003,Framework order,Escrow and title services,4508076186,Purchase order,vendorID_1884,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1808,False,10,4508076186_00010,False
1593680,1593680,user_602,user_602,Create Purchase Order Item,10312.0,2018-10-15 08:05:00+00:00,Enterprise Services,companyID_0003,Framework order,Insurances,4508076187,Purchase order,vendorID_1885,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1809,False,10,4508076187_00010,False
1593681,1593681,user_603,user_603,Change Approval for Purchase Order,10312.0,2018-10-15 08:25:00+00:00,Enterprise Services,companyID_0003,Framework order,Insurances,4508076187,Purchase order,vendorID_1885,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1809,False,10,4508076187_00010,False
1593682,1593682,user_602,user_602,Create Purchase Order Item,17188.0,2018-10-15 08:08:00+00:00,Enterprise Services,companyID_0003,Framework order,Insurances,4508076188,Purchase order,vendorID_1886,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1810,False,10,4508076188_00010,False
1593683,1593683,user_603,user_603,Change Approval for Purchase Order,17188.0,2018-10-15 08:25:00+00:00,Enterprise Services,companyID_0003,Framework order,Insurances,4508076188,Purchase order,vendorID_1886,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1810,False,10,4508076188_00010,False
1593684,1593684,user_602,user_602,Create Purchase Order Item,8790.0,2018-10-15 08:12:00+00:00,Real Estate,companyID_0003,Framework order,Business park,4508076189,Purchase order,vendorID_1887,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1811,False,10,4508076189_00010,False
1593685,1593685,user_603,user_603,Change Approval for Purchase Order,8790.0,2018-10-15 08:26:00+00:00,Real Estate,companyID_0003,Framework order,Business park,4508076189,Purchase order,vendorID_1887,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1811,False,10,4508076189_00010,False
1593686,1593686,user_602,user_602,Create Purchase Order Item,8790.0,2018-10-15 08:12:00+00:00,Real Estate,companyID_0003,Framework order,Business park,4508076189,Purchase order,vendorID_1887,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1811,False,20,4508076189_00020,False
1593687,1593687,user_603,user_603,Change Approval for Purchase Order,8790.0,2018-10-15 08:26:00+00:00,Real Estate,companyID_0003,Framework order,Business park,4508076189,Purchase order,vendorID_1887,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1811,False,20,4508076189_00020,False
1593688,1593688,user_602,user_602,Create Purchase Order Item,8790.0,2018-10-15 08:12:00+00:00,Real Estate,companyID_0003,Framework order,Business park,4508076189,Purchase order,vendorID_1887,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1811,False,30,4508076189_00030,False
1593689,1593689,user_603,user_603,Change Approval for Purchase Order,8790.0,2018-10-15 08:26:00+00:00,Real Estate,companyID_0003,Framework order,Business park,4508076189,Purchase order,vendorID_1887,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1811,False,30,4508076189_00030,False
1593690,1593690,user_602,user_602,Create Purchase Order Item,8790.0,2018-10-15 08:12:00+00:00,Real Estate,companyID_0003,Framework order,Business park,4508076189,Purchase order,vendorID_1887,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1811,False,40,4508076189_00040,False
1593691,1593691,user_603,user_603,Change Approval for Purchase Order,8790.0,2018-10-15 08:26:00+00:00,Real Estate,companyID_0003,Framework order,Business park,4508076189,Purchase order,vendorID_1887,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1811,False,40,4508076189_00040,False
1593692,1593692,user_602,user_602,Create Purchase Order Item,8512.0,2018-10-15 08:29:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4508076190,Purchase order,vendorID_1888,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1812,False,10,4508076190_00010,False
1593693,1593693,user_603,user_603,Change Approval for Purchase Order,8512.0,2018-10-15 08:54:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4508076190,Purchase order,vendorID_1888,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1812,False,10,4508076190_00010,False
1593694,1593694,NONE,NONE,Vendor creates invoice,8512.0,2018-11-01 22:59:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4508076190,Purchase order,vendorID_1888,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1812,False,10,4508076190_00010,False
1593695,1593695,user_359,user_359,Record Invoice Receipt,8512.0,2018-12-05 14:27:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4508076190,Purchase order,vendorID_1888,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1812,False,10,4508076190_00010,False
1593696,1593696,user_602,user_602,Create Purchase Order Item,8512.0,2018-10-15 08:29:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4508076190,Purchase order,vendorID_1888,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1812,False,20,4508076190_00020,False
1593697,1593697,user_603,user_603,Change Approval for Purchase Order,8512.0,2018-10-15 08:54:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4508076190,Purchase order,vendorID_1888,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1812,False,20,4508076190_00020,False
1593698,1593698,NONE,NONE,Vendor creates invoice,8512.0,2019-01-01 22:59:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4508076190,Purchase order,vendorID_1888,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1812,False,20,4508076190_00020,False
1593699,1593699,user_359,user_359,Record Invoice Receipt,8512.0,2019-01-02 16:48:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4508076190,Purchase order,vendorID_1888,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1812,False,20,4508076190_00020,False
1593700,1593700,user_602,user_602,Create Purchase Order Item,8512.0,2018-10-15 08:29:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4508076190,Purchase order,vendorID_1888,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1812,False,30,4508076190_00030,False
1593701,1593701,user_603,user_603,Change Approval for Purchase Order,8512.0,2018-10-15 08:54:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4508076190,Purchase order,vendorID_1888,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1812,False,30,4508076190_00030,False
1593702,1593702,user_602,user_602,Create Purchase Order Item,8512.0,2018-10-15 08:29:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4508076190,Purchase order,vendorID_1888,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1812,False,40,4508076190_00040,False
1593703,1593703,user_603,user_603,Change Approval for Purchase Order,8512.0,2018-10-15 08:54:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4508076190,Purchase order,vendorID_1888,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1812,False,40,4508076190_00040,False
1593704,1593704,user_602,user_602,Create Purchase Order Item,8512.0,2018-10-15 08:29:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4508076190,Purchase order,vendorID_1888,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1812,False,50,4508076190_00050,False
1593705,1593705,user_603,user_603,Change Approval for Purchase Order,8512.0,2018-10-15 08:54:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4508076190,Purchase order,vendorID_1888,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1812,False,50,4508076190_00050,False
1593706,1593706,user_602,user_602,Create Purchase Order Item,8512.0,2018-10-15 08:29:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4508076190,Purchase order,vendorID_1888,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1812,False,60,4508076190_00060,False
1593707,1593707,user_603,user_603,Change Approval for Purchase Order,8512.0,2018-10-15 08:54:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4508076190,Purchase order,vendorID_1888,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1812,False,60,4508076190_00060,False
1593708,1593708,user_602,user_602,Create Purchase Order Item,8512.0,2018-10-15 08:29:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4508076190,Purchase order,vendorID_1888,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1812,False,70,4508076190_00070,False
1593709,1593709,user_603,user_603,Change Approval for Purchase Order,8512.0,2018-10-15 08:54:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4508076190,Purchase order,vendorID_1888,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1812,False,70,4508076190_00070,False
1593710,1593710,user_602,user_602,Create Purchase Order Item,8512.0,2018-10-15 08:29:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4508076190,Purchase order,vendorID_1888,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1812,False,80,4508076190_00080,False
1593711,1593711,user_603,user_603,Change Approval for Purchase Order,8512.0,2018-10-15 08:54:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4508076190,Purchase order,vendorID_1888,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1812,False,80,4508076190_00080,False
1593712,1593712,user_602,user_602,Create Purchase Order Item,8512.0,2018-10-15 08:29:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4508076190,Purchase order,vendorID_1888,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1812,False,90,4508076190_00090,False
1593713,1593713,user_603,user_603,Change Approval for Purchase Order,8512.0,2018-10-15 08:54:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4508076190,Purchase order,vendorID_1888,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1812,False,90,4508076190_00090,False
1593714,1593714,user_602,user_602,Create Purchase Order Item,8512.0,2018-10-15 08:29:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4508076190,Purchase order,vendorID_1888,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1812,False,100,4508076190_00100,False
1593715,1593715,user_603,user_603,Change Approval for Purchase Order,8512.0,2018-10-15 08:54:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4508076190,Purchase order,vendorID_1888,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1812,False,100,4508076190_00100,False
1593716,1593716,user_602,user_602,Create Purchase Order Item,8512.0,2018-10-15 08:29:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4508076190,Purchase order,vendorID_1888,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1812,False,110,4508076190_00110,False
1593717,1593717,user_603,user_603,Change Approval for Purchase Order,8512.0,2018-10-15 08:54:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4508076190,Purchase order,vendorID_1888,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1812,False,110,4508076190_00110,False
1593718,1593718,user_602,user_602,Create Purchase Order Item,8512.0,2018-10-15 08:29:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4508076190,Purchase order,vendorID_1888,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1812,False,120,4508076190_00120,False
1593719,1593719,user_603,user_603,Change Approval for Purchase Order,8512.0,2018-10-15 08:54:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4508076190,Purchase order,vendorID_1888,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1812,False,120,4508076190_00120,False
